"","X1","X14","X4"
"19446",365,420,4
"19450",365,437,6
"19463",365,512,9
"19484",365,651,9
"19488",365,678,9
"19492",365,697,8
"19496",365,735,8
"19505",365,792,8
"19517",365,923,9
"19525",365,1062,8
"19529",365,1085,4
"19533",365,1119,7
"19537",365,1175,8
"19542",365,1227,6
"19546",365,1368,7
"19558",365,1585,9
"19562",365,1694,11
"19566",365,1744,13
"19571",365,1797,7
"19580",365,1896,4
"19603",365,2160,8
"19612",365,2295,6
"19624",365,2488,8
"19628",365,2523,8
"19632",365,2682,11
"19649",365,2954,10
"19662",365,3134,9
"19667",365,3341,4
"19679",365,3524,6
"19683",365,3626,10
"19688",365,3832,8
"20736",392,420,5
"20740",392,437,7
"20753",392,512,6
"20774",392,651,4
"20778",392,678,8
"20782",392,697,7
"20786",392,735,9
"20795",392,792,5
"20807",392,923,6
"20815",392,1062,9
"20819",392,1085,9
"20823",392,1119,10
"20827",392,1175,9
"20832",392,1227,7
"20836",392,1368,6
"20848",392,1585,10
"20852",392,1694,8
"20856",392,1744,8
"20861",392,1797,8
"20870",392,1896,7
"20893",392,2160,9
"20902",392,2295,11
"20914",392,2488,5
"20918",392,2523,7
"20922",392,2682,10
"20939",392,2954,5
"20952",392,3134,10
"20957",392,3341,7
"20969",392,3524,7
"20973",392,3626,9
"20978",392,3832,9
"22005",420,437,4
"22018",420,512,7
"22039",420,651,9
"22043",420,678,5
"22047",420,697,8
"22051",420,735,10
"22060",420,792,8
"22072",420,923,9
"22080",420,1062,6
"22084",420,1085,6
"22088",420,1119,11
"22092",420,1175,6
"22097",420,1227,8
"22101",420,1368,9
"22113",420,1585,9
"22117",420,1694,9
"22121",420,1744,11
"22126",420,1797,7
"22135",420,1896,6
"22158",420,2160,8
"22167",420,2295,6
"22179",420,2488,6
"22183",420,2523,10
"22187",420,2682,13
"22204",420,2954,8
"22217",420,3134,9
"22222",420,3341,6
"22234",420,3524,4
"22238",420,3626,10
"22243",420,3832,8
"23012",437,512,9
"23033",437,651,9
"23037",437,678,7
"23041",437,697,4
"23045",437,735,6
"23054",437,792,8
"23066",437,923,9
"23074",437,1062,6
"23078",437,1085,6
"23082",437,1119,9
"23086",437,1175,6
"23091",437,1227,10
"23095",437,1368,11
"23107",437,1585,9
"23111",437,1694,11
"23115",437,1744,9
"23120",437,1797,7
"23129",437,1896,10
"23152",437,2160,6
"23161",437,2295,6
"23173",437,2488,6
"23177",437,2523,8
"23181",437,2682,11
"23198",437,2954,8
"23211",437,3134,11
"23216",437,3341,8
"23228",437,3524,8
"23232",437,3626,10
"23237",437,3832,10
"26153",512,651,6
"26157",512,678,4
"26161",512,697,7
"26165",512,735,9
"26174",512,792,7
"26186",512,923,8
"26194",512,1062,7
"26198",512,1085,9
"26202",512,1119,8
"26206",512,1175,9
"26211",512,1227,9
"26215",512,1368,8
"26227",512,1585,6
"26231",512,1694,8
"26235",512,1744,6
"26240",512,1797,4
"26249",512,1896,7
"26272",512,2160,7
"26281",512,2295,11
"26293",512,2488,11
"26297",512,2523,13
"26301",512,2682,8
"26318",512,2954,7
"26331",512,3134,10
"26336",512,3341,9
"26348",512,3524,9
"26352",512,3626,7
"26357",512,3832,9
"30840",651,678,6
"30844",651,697,5
"30848",651,735,5
"30857",651,792,7
"30869",651,923,4
"30877",651,1062,9
"30881",651,1085,9
"30885",651,1119,8
"30889",651,1175,7
"30894",651,1227,5
"30898",651,1368,10
"30910",651,1585,8
"30914",651,1694,6
"30918",651,1744,8
"30923",651,1797,8
"30932",651,1896,9
"30955",651,2160,11
"30964",651,2295,9
"30976",651,2488,9
"30980",651,2523,7
"30984",651,2682,8
"31001",651,2954,5
"31014",651,3134,10
"31019",651,3341,9
"31031",651,3524,11
"31035",651,3626,7
"31040",651,3832,9
"31686",678,697,7
"31690",678,735,7
"31699",678,792,11
"31711",678,923,8
"31719",678,1062,5
"31723",678,1085,9
"31727",678,1119,8
"31731",678,1175,7
"31736",678,1227,9
"31740",678,1368,12
"31752",678,1585,8
"31756",678,1694,6
"31760",678,1744,8
"31765",678,1797,6
"31774",678,1896,9
"31797",678,2160,9
"31806",678,2295,7
"31818",678,2488,11
"31822",678,2523,13
"31826",678,2682,8
"31843",678,2954,7
"31856",678,3134,8
"31861",678,3341,11
"31873",678,3524,9
"31877",678,3626,7
"31882",678,3832,9
"32516",697,735,4
"32525",697,792,6
"32537",697,923,7
"32545",697,1062,8
"32549",697,1085,6
"32553",697,1119,9
"32557",697,1175,8
"32562",697,1227,8
"32566",697,1368,11
"32578",697,1585,7
"32582",697,1694,9
"32586",697,1744,7
"32591",697,1797,9
"32600",697,1896,8
"32623",697,2160,6
"32632",697,2295,8
"32644",697,2488,6
"32648",697,2523,8
"32652",697,2682,7
"32669",697,2954,6
"32682",697,3134,11
"32687",697,3341,10
"32699",697,3524,12
"32703",697,3626,6
"32708",697,3832,6
"33335",735,792,8
"33347",735,923,7
"33355",735,1062,8
"33359",735,1085,8
"33363",735,1119,5
"33367",735,1175,6
"33372",735,1227,6
"33376",735,1368,11
"33388",735,1585,11
"33392",735,1694,7
"33396",735,1744,7
"33401",735,1797,9
"33410",735,1896,10
"33433",735,2160,8
"33442",735,2295,6
"33454",735,2488,10
"33458",735,2523,6
"33462",735,2682,7
"33479",735,2954,6
"33492",735,3134,11
"33497",735,3341,10
"33509",735,3524,10
"33513",735,3626,8
"33518",735,3832,8
"35111",792,923,5
"35119",792,1062,10
"35123",792,1085,8
"35127",792,1119,11
"35131",792,1175,10
"35136",792,1227,10
"35140",792,1368,5
"35152",792,1585,7
"35156",792,1694,7
"35160",792,1744,7
"35165",792,1797,9
"35174",792,1896,6
"35197",792,2160,8
"35206",792,2295,12
"35218",792,2488,4
"35222",792,2523,6
"35226",792,2682,7
"35243",792,2954,6
"35256",792,3134,9
"35261",792,3341,8
"35273",792,3524,10
"35277",792,3626,8
"35282",792,3832,8
"37345",923,1062,13
"37349",923,1085,9
"37353",923,1119,8
"37357",923,1175,7
"37362",923,1227,7
"37366",923,1368,6
"37378",923,1585,6
"37382",923,1694,4
"37386",923,1744,8
"37391",923,1797,8
"37400",923,1896,9
"37423",923,2160,13
"37432",923,2295,9
"37444",923,2488,7
"37448",923,2523,5
"37452",923,2682,8
"37469",923,2954,7
"37482",923,3134,8
"37487",923,3341,9
"37499",923,3524,11
"37503",923,3626,11
"37508",923,3832,9
"38753",1062,1085,6
"38757",1062,1119,7
"38761",1062,1175,6
"38766",1062,1227,8
"38770",1062,1368,11
"38782",1062,1585,9
"38786",1062,1694,9
"38790",1062,1744,9
"38795",1062,1797,7
"38804",1062,1896,8
"38827",1062,2160,6
"38836",1062,2295,8
"38848",1062,2488,10
"38852",1062,2523,12
"38856",1062,2682,9
"38873",1062,2954,8
"38886",1062,3134,7
"38891",1062,3341,8
"38903",1062,3524,8
"38907",1062,3626,4
"38912",1062,3832,10
"39435",1085,1119,5
"39439",1085,1175,4
"39444",1085,1227,6
"39448",1085,1368,7
"39460",1085,1585,5
"39464",1085,1694,7
"39468",1085,1744,11
"39473",1085,1797,7
"39482",1085,1896,6
"39505",1085,2160,8
"39514",1085,2295,6
"39526",1085,2488,8
"39530",1085,2523,10
"39534",1085,2682,11
"39551",1085,2954,12
"39564",1085,3134,5
"39569",1085,3341,4
"39581",1085,3524,8
"39585",1085,3626,8
"39590",1085,3832,6
"40101",1119,1175,5
"40106",1119,1227,5
"40110",1119,1368,6
"40122",1119,1585,8
"40126",1119,1694,6
"40130",1119,1744,8
"40135",1119,1797,6
"40144",1119,1896,9
"40167",1119,2160,9
"40176",1119,2295,7
"40188",1119,2488,13
"40192",1119,2523,9
"40196",1119,2682,8
"40213",1119,2954,11
"40226",1119,3134,6
"40231",1119,3341,7
"40243",1119,3524,9
"40247",1119,3626,9
"40252",1119,3832,9
"40752",1175,1227,4
"40756",1175,1368,9
"40768",1175,1585,7
"40772",1175,1694,5
"40776",1175,1744,9
"40781",1175,1797,7
"40790",1175,1896,10
"40813",1175,2160,10
"40822",1175,2295,4
"40834",1175,2488,10
"40838",1175,2523,8
"40842",1175,2682,13
"40859",1175,2954,10
"40872",1175,3134,7
"40877",1175,3341,6
"40889",1175,3524,6
"40893",1175,3626,10
"40898",1175,3832,8
"41541",1227,1368,7
"41553",1227,1585,9
"41557",1227,1694,7
"41561",1227,1744,9
"41566",1227,1797,9
"41575",1227,1896,6
"41598",1227,2160,10
"41607",1227,2295,6
"41619",1227,2488,10
"41623",1227,2523,6
"41627",1227,2682,11
"41644",1227,2954,8
"41657",1227,3134,9
"41662",1227,3341,6
"41674",1227,3524,6
"41678",1227,3626,8
"41683",1227,3832,6
"42163",1368,1585,6
"42167",1368,1694,6
"42171",1368,1744,6
"42176",1368,1797,8
"42185",1368,1896,5
"42208",1368,2160,9
"42217",1368,2295,11
"42229",1368,2488,7
"42233",1368,2523,7
"42237",1368,2682,8
"42254",1368,2954,11
"42267",1368,3134,6
"42272",1368,3341,7
"42284",1368,3524,7
"42288",1368,3626,11
"42293",1368,3832,7
"43901",1585,1694,6
"43905",1585,1744,6
"43910",1585,1797,6
"43919",1585,1896,7
"43942",1585,2160,9
"43951",1585,2295,9
"43963",1585,2488,9
"43967",1585,2523,11
"43971",1585,2682,8
"43988",1585,2954,13
"44001",1585,3134,6
"44006",1585,3341,9
"44018",1585,3524,11
"44022",1585,3626,9
"44027",1585,3832,7
"44451",1694,1744,6
"44456",1694,1797,8
"44465",1694,1896,9
"44488",1694,2160,13
"44497",1694,2295,9
"44509",1694,2488,9
"44513",1694,2523,9
"44517",1694,2682,8
"44534",1694,2954,9
"44547",1694,3134,4
"44552",1694,3341,9
"44564",1694,3524,9
"44568",1694,3626,9
"44573",1694,3832,7
"44986",1744,1797,8
"44995",1744,1896,9
"45018",1744,2160,7
"45027",1744,2295,11
"45039",1744,2488,9
"45043",1744,2523,9
"45047",1744,2682,6
"45064",1744,2954,9
"45077",1744,3134,10
"45082",1744,3341,13
"45094",1744,3524,9
"45098",1744,3626,9
"45103",1744,3832,7
"45635",1797,1896,7
"45658",1797,2160,11
"45667",1797,2295,11
"45679",1797,2488,13
"45683",1797,2523,13
"45687",1797,2682,12
"45704",1797,2954,9
"45717",1797,3134,10
"45722",1797,3341,5
"45734",1797,3524,7
"45738",1797,3626,9
"45743",1797,3832,11
"46747",1896,2160,8
"46756",1896,2295,10
"46768",1896,2488,8
"46772",1896,2523,10
"46776",1896,2682,9
"46793",1896,2954,8
"46806",1896,3134,9
"46811",1896,3341,6
"46823",1896,3524,6
"46827",1896,3626,6
"46832",1896,3832,4
"49171",2160,2295,6
"49183",2160,2488,6
"49187",2160,2523,8
"49191",2160,2682,5
"49208",2160,2954,8
"49221",2160,3134,9
"49226",2160,3341,10
"49238",2160,3524,8
"49242",2160,3626,6
"49247",2160,3832,6
"49984",2295,2488,8
"49988",2295,2523,6
"49992",2295,2682,9
"50009",2295,2954,10
"50022",2295,3134,7
"50027",2295,3341,8
"50039",2295,3524,6
"50043",2295,3626,10
"50048",2295,3832,6
"50930",2488,2523,4
"50934",2488,2682,7
"50951",2488,2954,6
"50964",2488,3134,7
"50969",2488,3341,8
"50981",2488,3524,8
"50985",2488,3626,8
"50990",2488,3832,6
"51216",2523,2682,7
"51233",2523,2954,6
"51246",2523,3134,9
"51251",2523,3341,8
"51263",2523,3524,8
"51267",2523,3626,10
"51272",2523,3832,8
"51499",2682,2954,7
"51512",2682,3134,6
"51517",2682,3341,13
"51529",2682,3524,13
"51533",2682,3626,5
"51538",2682,3832,7
"52464",2954,3134,11
"52469",2954,3341,8
"52481",2954,3524,8
"52485",2954,3626,4
"52490",2954,3832,8
"53002",3134,3341,7
"53014",3134,3524,9
"53018",3134,3626,7
"53023",3134,3832,7
"53174",3341,3524,4
"53178",3341,3626,8
"53183",3341,3832,8
"53460",3524,3626,10
"53465",3524,3832,6
"53527",3626,3832,6
